"multiplier","LotNr","Allocate","EstValue","StartPrice","Followers","Bank","Dealer","Liquidator","Volunteer","LotsSale","LotsCtgry","Forced","SP.EV","Duration","Morning","Evening","Afternoon"
0.5,72,0,80,40,4,0,1,0,0,1177,153,0,0.5,68,0,1,0
6.2,73,0,25,15,19,0,1,0,0,1177,147,0,0.6,66,0,0,1
0.625,75,0,80,50,4,0,1,0,0,1177,153,0,0.625,68,0,1,0
0.625,76,0,80,50,3,0,1,0,0,1177,153,0,0.625,68,0,1,0
0.75,80,0,100,75,4,0,1,0,0,1177,436,0,0.75,65,0,0,1
0.75,81,0,100,75,4,0,1,0,0,1177,436,0,0.75,65,0,0,1
1.2,87,0,500,300,16,0,1,0,0,1177,153,0,0.6,68,0,1,0
1.4,88,0,500,300,17,0,1,0,0,1177,153,0,0.6,68,0,1,0
1.3,89,0,500,300,14,0,1,0,0,1177,153,0,0.6,68,0,1,0
1.16,90,0,500,300,17,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.64,91,0,250,150,4,0,1,0,0,1177,153,0,0.6,69,0,1,0
1.232,97,0,500,325,18,0,1,0,0,1177,153,0,0.65,68,0,1,0
1.2,98,0,500,325,16,0,1,0,0,1177,153,0,0.65,68,0,1,0
1.302,99,0,500,325,14,0,1,0,0,1177,153,0,0.65,68,0,1,0
1.31,100,0,500,325,14,0,1,0,0,1177,153,0,0.65,68,0,1,0
0.9,101,0,300,200,15,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.836666667,102,0,300,200,11,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.836666667,103,0,300,200,12,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.74,114,0,500,300,14,0,1,0,0,1177,153,0,0.6,68,0,1,0
1.04,115,0,500,300,12,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.7,116,0,500,300,13,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.8,117,0,500,300,11,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.76,118,0,500,300,13,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.8,119,0,500,300,10,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.76,120,0,500,300,12,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.72,121,0,500,300,12,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.72,122,0,500,300,12,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.72,123,0,500,300,13,0,1,0,0,1177,153,0,0.6,68,0,1,0
0.681818182,124,0,550,350,11,0,1,0,0,1177,153,0,0.636363636,68,0,1,0
0.490909091,125,0,550,250,7,0,1,0,0,1177,153,0,0.454545455,68,0,1,0
3.083333333,126,0,120,80,12,0,1,0,0,1177,153,0,0.666666667,68,0,1,0
1.62,127,0,500,350,13,0,1,0,0,1177,153,0,0.7,68,0,1,0
1.6,128,0,500,350,11,0,1,0,0,1177,153,0,0.7,68,0,1,0
1.51,129,0,500,350,10,0,1,0,0,1177,153,0,0.7,68,0,1,0
1.433333333,130,0,300,200,10,0,1,0,0,1177,153,0,0.666666667,68,0,1,0
2.025,131,0,400,300,18,0,1,0,0,1177,153,0,0.75,68,0,1,0
1.733333333,132,0,300,200,14,0,1,0,0,1177,153,0,0.666666667,68,0,1,0
0.716666667,133,0,300,175,10,0,1,0,0,1177,153,0,0.583333333,68,0,1,0
1.05,135,0,200,150,9,0,1,0,0,1177,153,0,0.75,69,0,1,0
0.8,136,0,200,150,9,0,1,0,0,1177,153,0,0.75,69,0,1,0
0.875,137,0,200,150,9,0,1,0,0,1177,153,0,0.75,69,0,1,0
0.8,138,0,200,150,9,0,1,0,0,1177,153,0,0.75,69,0,1,0
0.666666667,139,0,120,80,8,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
1.833333333,140,0,60,40,10,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.75,141,0,60,40,10,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.833333333,142,0,60,40,10,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.833333333,143,0,60,40,10,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.666666667,144,0,60,40,9,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.75,145,0,60,40,9,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.833333333,146,0,60,40,8,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.775,147,0,200,125,11,0,1,0,0,1177,153,0,0.625,69,0,1,0
1.05,148,0,200,125,11,0,1,0,0,1177,153,0,0.625,69,0,1,0
0.975,149,0,200,125,13,0,1,0,0,1177,153,0,0.625,69,0,1,0
1.275,150,0,200,125,13,0,1,0,0,1177,153,0,0.625,69,0,1,0
1.222222222,151,0,180,140,11,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
1.166666667,152,0,180,140,11,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
1.111111111,153,0,180,140,13,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
0.833333333,154,0,180,140,10,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
1.388888889,155,0,180,140,10,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
0.833333333,156,0,180,140,10,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
0.833333333,157,0,180,140,10,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
1.222222222,158,0,90,70,10,0,1,0,0,1177,153,0,0.777777778,69,0,1,0
1,161,0,40,25,3,0,1,0,0,1177,436,0,0.625,65,0,0,1
0.625,162,0,200,125,8,0,1,0,0,1177,436,0,0.625,64,0,0,1
0.666666667,163,0,150,100,4,0,1,0,0,1177,153,0,0.666666667,69,0,1,0
0.933333333,164,0,600,400,7,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.857142857,165,0,700,600,8,0,1,0,0,1177,436,0,0.857142857,65,0,0,1
0.525,166,0,800,400,7,0,1,0,0,1177,153,0,0.5,69,0,1,0
0.8,174,0,250,175,2,0,1,0,0,1177,436,0,0.7,64,0,0,1
0.7,175,0,250,175,2,0,1,0,0,1177,436,0,0.7,64,0,0,1
0.7,176,0,250,175,1,0,1,0,0,1177,436,0,0.7,64,0,0,1
2.7,181,0,30,15,2,0,1,0,0,1177,59,0,0.5,67,0,1,0
0.875,192,0,40,20,7,0,1,0,0,1177,59,0,0.5,67,0,1,0
0.5,216,0,20,10,2,0,1,0,0,1177,436,0,0.5,65,0,0,1
1,217,0,50,25,10,0,1,0,0,1177,153,0,0.5,69,0,1,0
2,218,0,40,30,15,0,1,0,0,1177,436,0,0.75,65,0,0,1
2,219,0,40,30,14,0,1,0,0,1177,436,0,0.75,65,0,0,1
1.5,220,0,40,30,14,0,1,0,0,1177,436,0,0.75,66,0,0,1
1.75,221,0,40,20,17,0,1,0,0,1177,436,0,0.5,66,0,0,1
1.75,222,0,40,20,17,0,1,0,0,1177,436,0,0.5,66,0,0,1
0.428571429,223,0,70,30,2,0,1,0,0,1177,436,0,0.428571429,64,0,0,1
0.5,224,0,100,50,2,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,225,0,120,60,4,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,226,0,50,25,3,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,227,0,50,25,2,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,228,0,50,25,2,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,229,0,50,25,3,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.666666667,230,0,60,40,3,0,1,0,0,1177,436,0,0.666666667,64,0,0,1
0.625,231,0,80,50,3,0,1,0,0,1177,436,0,0.625,64,0,0,1
1.375,232,0,80,50,4,0,1,0,0,1177,436,0,0.625,64,0,0,1
0.5,233,0,100,50,4,0,1,0,0,1177,436,0,0.5,64,0,0,1
1.166666667,235,0,600,400,34,0,1,0,0,1177,153,0,0.666666667,68,0,1,0
1.25,236,0,120,60,44,0,1,0,0,1177,153,0,0.5,68,0,1,0
1.083333333,237,0,120,60,42,0,1,0,0,1177,153,0,0.5,68,0,1,0
1.416666667,238,0,120,60,33,0,1,0,0,1177,153,0,0.5,68,0,1,0
1.333333333,239,0,120,60,31,0,1,0,0,1177,153,0,0.5,68,0,1,0
1,241,0,50,25,16,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.9,242,0,50,25,16,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.7,243,0,50,25,15,0,1,0,0,1177,436,0,0.5,65,0,0,1
1.166666667,244,0,30,20,7,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.833333333,245,0,30,20,7,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.8,246,0,25,20,4,0,1,0,0,1177,436,0,0.8,65,0,0,1
0.625,247,0,40,25,4,0,1,0,0,1177,436,0,0.625,65,0,0,1
0.625,248,0,40,25,2,0,1,0,0,1177,436,0,0.625,65,0,0,1
0.75,252,0,40,30,5,0,1,0,0,1177,436,0,0.75,65,0,0,1
0.75,253,0,40,30,3,0,1,0,0,1177,436,0,0.75,65,0,0,1
0.75,254,0,40,30,4,0,1,0,0,1177,436,0,0.75,65,0,0,1
0.777777778,256,0,90,50,15,0,1,0,0,1177,22,0,0.555555556,66,0,0,1
0.7,257,0,20,10,3,0,1,0,0,1177,436,0,0.5,66,0,0,1
0.5,258,0,30,15,4,0,1,0,0,1177,436,0,0.5,66,0,0,1
0.625,259,0,40,20,4,0,1,0,0,1177,436,0,0.5,66,0,0,1
1.2,260,0,2000,1250,14,0,1,0,0,1177,153,0,0.625,69,0,1,0
0.771428571,264,0,350,250,3,0,1,0,0,1177,153,0,0.714285714,69,0,1,0
0.7,265,0,250,175,3,0,1,0,0,1177,153,0,0.7,69,0,1,0
0.842,266,0,500,350,4,0,1,0,0,1177,153,0,0.7,69,0,1,0
0.724,267,0,250,150,3,0,1,0,0,1177,153,0,0.6,69,0,1,0
0.666666667,270,0,60,40,9,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.6,271,0,50,30,3,0,1,0,0,1177,436,0,0.6,65,0,0,1
0.6,272,0,50,30,4,0,1,0,0,1177,436,0,0.6,65,0,0,1
2.833333333,273,0,60,45,9,0,1,0,0,1177,436,0,0.75,65,0,0,1
2.833333333,274,0,60,45,7,0,1,0,0,1177,436,0,0.75,65,0,0,1
2.833333333,275,0,60,45,8,0,1,0,0,1177,436,0,0.75,65,0,0,1
2.4,276,0,50,30,8,0,1,0,0,1177,436,0,0.6,65,0,0,1
0.625,279,0,40,25,7,0,1,0,0,1177,22,0,0.625,66,0,0,1
1.8,280,0,50,35,4,0,1,0,0,1177,436,0,0.7,66,0,0,1
1.75,281,0,40,25,12,0,1,0,0,1177,436,0,0.625,66,0,0,1
1,282,0,30,20,7,0,1,0,0,1177,436,0,0.666666667,66,0,0,1
0.5,283,0,30,15,5,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.5,284,0,30,15,6,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.5,285,0,30,15,4,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.5,292,0,30,15,4,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.733333333,294,0,75,50,6,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.733333333,295,0,75,50,5,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.85,296,0,100,75,4,0,1,0,0,1177,436,0,0.75,65,0,0,1
0.75,299,0,20,15,1,0,1,0,0,1177,436,0,0.75,64,0,0,1
0.6,300,0,20,10,2,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.75,302,0,60,40,4,0,1,0,0,1177,28,0,0.666666667,68,0,1,0
2.1,305,0,50,25,4,0,1,0,0,1177,436,0,0.5,64,0,0,1
1.291666667,306,0,240,120,20,0,1,0,0,1177,153,0,0.5,69,0,1,0
1.266666667,307,0,150,75,23,0,1,0,0,1177,153,0,0.5,69,0,1,0
1.2,308,0,150,75,22,0,1,0,0,1177,153,0,0.5,69,0,1,0
1.166666667,309,0,150,75,19,0,1,0,0,1177,153,0,0.5,69,0,1,0
1.666666667,310,0,60,30,26,0,1,0,0,1177,153,0,0.5,69,0,1,0
0.75,311,0,100,75,2,0,1,0,0,1177,436,0,0.75,64,0,0,1
1.15,313,0,100,75,8,0,1,0,0,1177,436,0,0.75,64,0,0,1
1,314,0,80,50,11,0,1,0,0,1177,436,0,0.625,64,0,0,1
4,315,0,100,75,22,0,1,0,0,1177,436,0,0.75,66,0,0,1
1.666666667,317,0,15,10,12,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
3.166666667,318,0,60,40,3,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.5,320,0,40,20,3,0,1,0,0,1177,147,0,0.5,66,0,0,1
0.75,322,0,100,75,6,0,1,0,0,1177,436,0,0.75,64,0,0,1
1.3,323,0,20,15,9,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.9,324,0,200,150,7,0,1,0,0,1177,436,0,0.75,64,0,0,1
0.75,327,0,400,300,7,0,1,0,0,1177,436,0,0.75,64,0,0,1
0.777777778,329,0,450,350,6,0,1,0,0,1177,436,0,0.777777778,64,0,0,1
1.84,331,0,25,15,3,0,1,0,0,1177,22,0,0.6,66,0,0,1
2.44,332,0,25,15,3,0,1,0,0,1177,22,0,0.6,66,0,0,1
0.6,333,0,25,15,3,0,1,0,0,1177,22,0,0.6,66,0,0,1
0.666666667,400,0,60,40,2,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.6,401,0,50,30,2,0,1,0,0,1177,436,0,0.6,65,0,0,1
0.5,416,0,60,30,3,0,1,0,0,1177,436,0,0.5,65,0,0,1
0.6,420,0,50,30,4,0,1,0,0,1177,436,0,0.6,65,0,0,1
0.68,424,0,25,15,3,0,1,0,0,1177,436,0,0.6,66,0,0,1
0.666666667,433,0,30,20,1,0,1,0,0,1177,436,0,0.666666667,66,0,0,1
0.875,435,0,800,500,11,0,1,0,0,1177,436,0,0.625,65,0,0,1
0.666666667,436,0,150,100,7,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.666666667,437,0,150,100,7,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.666666667,438,0,150,100,7,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
1.083333333,439,0,120,80,6,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.6,440,0,100,60,6,0,1,0,0,1177,436,0,0.6,65,0,0,1
1.2,441,0,100,60,4,0,1,0,0,1177,436,0,0.6,65,0,0,1
0.833333333,442,0,150,100,15,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.666666667,443,0,120,60,15,0,1,0,0,1177,436,0,0.5,65,0,0,1
1,444,0,150,80,13,0,1,0,0,1177,436,0,0.533333333,65,0,0,1
0.75,445,0,40,30,4,0,1,0,0,1177,436,0,0.75,64,0,0,1
1.375,446,0,40,25,9,0,1,0,0,1177,436,0,0.625,64,0,0,1
1.333333333,447,0,60,40,11,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
1.666666667,448,0,60,40,9,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
1.333333333,449,0,60,40,8,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.5,450,0,40,20,3,0,1,0,0,1177,436,0,0.5,65,0,0,1
2.25,451,0,120,80,16,0,1,0,0,1177,436,0,0.666666667,64,0,0,1
0.5,452,0,60,30,2,0,1,0,0,1177,28,0,0.5,67,0,1,0
0.833333333,455,0,120,80,18,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.5,456,0,40,20,2,0,1,0,0,1177,436,0,0.5,65,0,0,1
1.333333333,457,0,120,60,27,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.666666667,459,0,15,10,9,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.68,460,0,25,15,10,0,1,0,0,1177,331,0,0.6,63,0,0,1
1.24,461,0,25,15,10,0,1,0,0,1177,331,0,0.6,63,0,0,1
0.75,462,0,80,60,15,0,1,0,0,1177,331,0,0.75,63,0,0,1
1.04,463,0,25,15,16,0,1,0,0,1177,331,0,0.6,63,0,0,1
0.5,465,0,40,20,6,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.1,466,0,50,30,11,0,1,0,0,1177,331,0,0.6,63,0,0,1
2.2,467,0,50,30,13,0,1,0,0,1177,436,0,0.6,65,0,0,1
0.8,468,0,15,10,14,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
1.066666667,469,0,15,10,15,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
2,470,0,15,10,15,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.5,471,0,40,20,8,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.666666667,473,0,15,10,12,0,1,0,0,1177,436,0,0.666666667,66,0,0,1
1.75,474,0,40,20,13,0,1,0,0,1177,147,0,0.5,66,0,0,1
0.5,475,0,40,20,6,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.933333333,476,0,15,10,16,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,477,0,15,10,4,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,478,0,30,20,2,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
1.166666667,479,0,60,30,9,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.6,480,0,25,15,1,0,1,0,0,1177,331,0,0.6,63,0,0,1
0.5,481,0,20,10,2,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.75,482,0,20,15,4,0,1,0,0,1177,331,0,0.75,63,0,0,1
1.6,483,0,10,10,5,0,1,0,0,1177,331,0,1,63,0,0,1
0.85,485,0,20,15,4,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.75,486,0,20,15,3,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.5,487,0,10,5,2,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.85,488,0,20,15,6,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.6,489,0,25,15,5,0,1,0,0,1177,436,0,0.6,64,0,0,1
0.75,490,0,40,25,3,0,1,0,0,1177,331,0,0.625,63,0,0,1
0.85,492,0,20,15,2,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.625,494,0,40,20,11,0,1,0,0,1177,22,0,0.5,66,0,0,1
0.916666667,496,0,60,30,12,0,1,0,0,1177,436,0,0.5,65,0,0,1
1,497,0,60,40,11,0,1,0,0,1177,436,0,0.666666667,65,0,0,1
0.916666667,499,0,60,40,4,0,1,0,0,1177,436,0,0.666666667,64,0,0,1
0.85,500,0,20,15,5,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.5,501,0,20,10,8,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.5,502,0,30,15,5,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.0125,503,0,80,40,19,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,504,0,30,15,2,0,1,0,0,1177,436,0,0.5,64,0,0,1
0.5,505,0,30,15,3,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.5,506,0,30,15,3,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.5,507,0,30,15,4,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.5,508,0,30,15,2,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.666666667,509,0,30,20,7,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.5,511,0,30,15,10,0,1,0,0,1177,331,0,0.5,63,0,0,1
0.666666667,515,0,15,10,3,0,1,0,0,1177,331,0,0.666666667,64,0,0,1
0.75,520,0,20,15,2,0,1,0,0,1177,331,0,0.75,64,0,0,1
0.8,522,0,15,10,3,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,523,0,15,10,2,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,531,0,15,10,1,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,532,0,15,10,7,0,1,0,0,1177,331,0,0.666666667,64,0,0,1
0.666666667,533,0,15,10,10,0,1,0,0,1177,331,0,0.666666667,64,0,0,1
0.666666667,534,0,15,10,8,0,1,0,0,1177,331,0,0.666666667,64,0,0,1
2,535,0,30,20,15,0,1,0,0,1177,22,0,0.666666667,66,0,0,1
1.666666667,536,0,30,20,14,0,1,0,0,1177,22,0,0.666666667,66,0,0,1
0.666666667,538,0,15,10,5,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,539,0,15,10,5,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.75,542,0,20,15,7,0,1,0,0,1177,147,0,0.75,66,0,0,1
0.75,543,0,20,15,7,0,1,0,0,1177,147,0,0.75,66,0,0,1
0.666666667,545,0,60,40,9,0,1,0,0,1177,59,0,0.666666667,67,0,1,0
0.75,546,0,60,40,10,0,1,0,0,1177,59,0,0.666666667,67,0,1,0
1.375,547,0,80,50,26,0,1,0,0,1177,59,0,0.625,67,0,1,0
0.75,551,0,20,15,3,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.75,553,0,20,15,1,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.666666667,557,0,15,10,10,0,1,0,0,1177,147,0,0.666666667,65,0,0,1
0.666666667,558,0,15,10,10,0,1,0,0,1177,147,0,0.666666667,66,0,0,1
0.666666667,559,0,15,10,11,0,1,0,0,1177,147,0,0.666666667,66,0,0,1
0.8,562,0,15,10,3,0,1,0,0,1177,436,0,0.666666667,64,0,0,1
0.8,563,0,15,10,4,0,1,0,0,1177,436,0,0.666666667,64,0,0,1
1.066666667,564,0,15,10,9,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
1.2,565,0,25,20,6,0,1,0,0,1177,331,0,0.8,63,0,0,1
1,566,0,25,20,5,0,1,0,0,1177,331,0,0.8,63,0,0,1
0.666666667,567,0,15,10,5,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.666666667,568,0,15,10,4,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
1,569,0,20,15,9,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.85,570,0,20,15,7,0,1,0,0,1177,331,0,0.75,63,0,0,1
0.85,571,0,20,15,8,0,1,0,0,1177,331,0,0.75,63,0,0,1
1.3,572,0,10,5,10,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.4,573,0,10,5,12,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.1,574,0,10,5,14,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.3,575,0,10,5,12,0,1,0,0,1177,331,0,0.5,63,0,0,1
1.266666667,577,0,15,10,10,0,1,0,0,1177,331,0,0.666666667,63,0,0,1
0.7,578,0,20,10,3,0,1,0,0,1177,436,0,0.5,64,0,0,1
