"multiplier","LotNr","Allocate","EstValue","StartPrice","Followers","Bank","Dealer","Liquidator","Volunteer","LotsSale","LotsCtgry","Forced","SP.EV","Duration","Morning","Evening","Afternoon"
1.866666667,46,0,1500,1000,45,0,1,0,0,646,35,0,0.666666667,338,0,0,1
4.8,47,0,250,150,36,0,1,0,0,646,35,0,0.6,339,0,0,1
2.275,48,0,400,200,74,0,1,0,0,646,35,0,0.5,339,0,0,1
0.88,49,0,125,75,23,0,1,0,0,646,35,0,0.6,339,0,0,1
0.72,50,0,250,150,21,0,1,0,0,646,35,0,0.6,338,0,0,1
1.75,51,0,600,400,66,0,1,0,0,646,35,0,0.666666667,338,0,0,1
3.444444444,52,0,450,350,56,0,1,0,0,646,35,0,0.777777778,339,0,0,1
1.4375,53,0,400,300,53,0,1,0,0,646,35,0,0.75,339,0,0,1
0.8,54,0,75,50,18,0,1,0,0,646,35,0,0.666666667,339,0,0,1
0.92,55,0,250,150,27,0,1,0,0,646,35,0,0.6,339,0,0,1
1.68,56,0,250,150,48,0,1,0,0,646,35,0,0.6,339,0,0,1
1.88,57,0,250,150,45,0,1,0,0,646,35,0,0.6,339,0,0,1
1.68,58,0,250,150,41,0,1,0,0,646,35,0,0.6,339,0,0,1
2.933333333,59,0,75,40,23,0,1,0,0,646,35,0,0.533333333,339,0,0,1
2.8,60,0,75,40,19,0,1,0,0,646,35,0,0.533333333,339,0,0,1
2.933333333,61,0,75,40,21,0,1,0,0,646,35,0,0.533333333,339,0,0,1
0.666666667,62,0,15,10,4,0,1,0,0,646,35,0,0.666666667,339,0,0,1
3.1,63,0,50,30,19,0,1,0,0,646,35,0,0.6,339,0,0,1
2.5,64,0,40,25,19,0,1,0,0,646,188,0,0.625,339,0,0,1
0.75,66,0,40,25,12,0,1,0,0,646,35,0,0.625,339,0,0,1
0.75,67,0,80,50,20,0,1,0,0,646,35,0,0.625,340,0,0,1
1.166666667,68,0,30,20,26,0,1,0,0,646,35,0,0.666666667,340,0,0,1
1,69,0,20,10,17,0,1,0,0,646,35,0,0.5,340,0,0,1
0.666666667,70,0,15,10,8,0,1,0,0,646,39,0,0.666666667,340,0,0,1
0.8,71,0,25,20,6,0,1,0,0,646,35,0,0.8,340,0,0,1
2.333333333,72,0,15,10,15,0,1,0,0,646,188,0,0.666666667,339,0,0,1
1,73,0,40,25,13,0,1,0,0,646,188,0,0.625,339,0,0,1
0.875,75,0,40,30,10,0,1,0,0,646,35,0,0.75,339,0,0,1
5.586666667,76,0,75,50,20,0,1,0,0,646,188,0,0.666666667,339,0,0,1
2.75,77,0,40,25,15,0,1,0,0,646,188,0,0.625,339,0,0,1
1.04,78,0,25,15,8,0,1,0,0,646,35,0,0.6,339,0,0,1
0.8,79,0,250,150,27,0,1,0,0,646,39,0,0.6,340,0,0,1
0.76,80,0,250,150,30,0,1,0,0,646,39,0,0.6,340,0,0,1
1,81,0,50,30,16,0,1,0,0,646,188,0,0.6,339,0,0,1
1.75,82,0,40,25,14,0,1,0,0,646,188,0,0.625,339,0,0,1
2.4,89,0,1250,750,36,0,1,0,0,646,188,0,0.6,338,0,0,1
1.05,95,0,100,75,22,0,1,0,0,646,188,0,0.75,339,0,0,1
2.066666667,96,0,150,100,30,0,1,0,0,646,188,0,0.666666667,339,0,0,1
2.228571429,97,0,175,150,29,0,1,0,0,646,188,0,0.857142857,339,0,0,1
1,98,0,120,80,15,0,1,0,0,646,188,0,0.666666667,339,0,0,1
1,99,0,100,60,19,0,1,0,0,646,188,0,0.6,339,0,0,1
1.375,100,0,80,60,15,0,1,0,0,646,188,0,0.75,339,0,0,1
0.7,101,0,100,60,13,0,1,0,0,646,188,0,0.6,339,0,0,1
1.85,102,0,120,80,23,0,1,0,0,646,188,0,0.666666667,339,0,0,1
0.75,103,0,120,80,15,0,1,0,0,646,188,0,0.666666667,339,0,0,1
1.5,104,0,120,80,18,0,1,0,0,646,188,0,0.666666667,339,0,0,1
1.533333333,105,0,150,100,13,0,1,0,0,646,188,0,0.666666667,339,0,0,1
3.9375,106,0,80,50,11,0,1,0,0,646,188,0,0.625,339,0,0,1
1.666666667,107,0,60,40,25,0,1,0,0,646,188,0,0.666666667,339,0,0,1
3.35,108,0,100,75,18,0,1,0,0,646,188,0,0.75,339,0,0,1
1,109,0,80,60,17,0,1,0,0,646,188,0,0.75,339,0,0,1
1.95,110,0,100,75,18,0,1,0,0,646,188,0,0.75,339,0,0,1
1.6875,111,0,80,60,13,0,1,0,0,646,188,0,0.75,339,0,0,1
1.6875,112,0,80,60,11,0,1,0,0,646,188,0,0.75,339,0,0,1
1.45,113,0,100,75,8,0,1,0,0,646,188,0,0.75,339,0,0,1
1.45,114,0,100,75,9,0,1,0,0,646,188,0,0.75,339,0,0,1
2.15,115,0,100,75,14,0,1,0,0,646,188,0,0.75,339,0,0,1
1.95,116,0,100,75,16,0,1,0,0,646,188,0,0.75,339,0,0,1
1.8,125,0,50,40,19,0,1,0,0,646,188,0,0.8,339,0,0,1
0.666666667,126,0,15,10,3,0,1,0,0,646,188,0,0.666666667,339,0,0,1
0.666666667,127,0,15,10,1,0,1,0,0,646,188,0,0.666666667,339,0,0,1
1.85,128,0,100,75,9,0,1,0,0,646,188,0,0.75,339,0,0,1
2.416666667,131,0,600,300,30,0,1,0,0,646,188,0,0.5,339,0,0,1
1.9,132,0,100,60,12,0,1,0,0,646,188,0,0.6,339,0,0,1
1.3,133,0,100,60,11,0,1,0,0,646,188,0,0.6,339,0,0,1
1.625,134,0,80,60,8,0,1,0,0,646,188,0,0.75,339,0,0,1
1.3,135,0,150,100,12,0,1,0,0,646,188,0,0.666666667,339,0,0,1
1.203076923,136,0,325,250,17,0,1,0,0,646,188,0,0.769230769,339,0,0,1
2.285,137,0,200,150,9,0,1,0,0,646,188,0,0.75,339,0,0,1
1.55,138,0,200,100,14,0,1,0,0,646,188,0,0.5,339,0,0,1
0.76,139,0,125,75,8,0,1,0,0,646,188,0,0.6,339,0,0,1
1.125,140,0,80,60,9,0,1,0,0,646,188,0,0.75,339,0,0,1
0.771428571,141,0,175,125,11,0,1,0,0,646,188,0,0.714285714,340,0,0,1
1.24,142,0,125,75,12,0,1,0,0,646,188,0,0.6,340,0,0,1
0.75,146,0,80,60,16,0,1,0,0,646,188,0,0.75,340,0,0,1
2.733333333,148,0,3000,1750,36,0,1,0,0,646,188,0,0.583333333,340,0,0,1
1.685714286,149,0,350,200,12,0,1,0,0,646,188,0,0.571428571,339,0,0,1
2.2,152,0,250,150,12,0,1,0,0,646,188,0,0.6,340,0,0,1
0.7,153,0,300,200,10,0,1,0,0,646,188,0,0.666666667,340,0,0,1
0.875,155,0,40,25,7,0,1,0,0,646,188,0,0.625,340,0,0,1
0.875,156,0,80,60,14,0,1,0,0,646,188,0,0.75,340,0,0,1
1.1,157,0,150,75,15,0,1,0,0,646,188,0,0.5,340,0,0,1
1.64,158,0,125,75,14,0,1,0,0,646,188,0,0.6,340,0,0,1
1.6,159,0,150,100,10,0,1,0,0,646,188,0,0.666666667,340,0,0,1
1.08,160,0,250,150,13,0,1,0,0,646,188,0,0.6,340,0,0,1
0.733333333,161,0,150,100,3,0,1,0,0,646,39,0,0.666666667,340,0,0,1
0.76,162,0,25,15,6,0,1,0,0,646,39,0,0.6,340,0,0,1
7.625,163,0,80,60,21,0,1,0,0,646,188,0,0.75,340,0,0,1
8.106666667,165,0,150,100,26,0,1,0,0,646,188,0,0.666666667,340,0,0,1
2.833333333,170,0,60,40,7,0,1,0,0,646,188,0,0.666666667,340,0,0,1
0.533333333,171,0,75,40,11,0,1,0,0,646,188,0,0.533333333,340,0,0,1
1.125,172,0,40,25,16,0,1,0,0,646,188,0,0.625,340,0,0,1
0.6,175,0,25,15,6,0,1,0,0,646,188,0,0.6,340,0,0,1
0.666666667,176,0,15,10,7,0,1,0,0,646,188,0,0.666666667,340,0,0,1
1.5,177,0,20,15,3,0,1,0,0,646,188,0,0.75,340,0,0,1
0.915789474,179,0,9500,6500,17,0,1,0,0,646,27,0,0.684210526,339,0,0,1
1.3,180,0,3000,1750,41,0,1,0,0,646,27,0,0.583333333,339,0,0,1
1.092857143,181,0,3500,1950,21,0,1,0,0,646,27,0,0.557142857,339,0,0,1
1.142857143,184,0,70,50,18,0,1,0,0,646,27,0,0.714285714,339,0,0,1
2.224615385,185,0,3250,1750,48,0,1,0,0,646,27,0,0.538461538,339,0,0,1
0.7,186,0,1500,1000,16,0,1,0,0,646,27,0,0.666666667,339,0,0,1
1.228571429,187,0,350,200,21,0,1,0,0,646,27,0,0.571428571,339,0,0,1
0.9,188,0,50,40,21,0,1,0,0,646,27,0,0.8,339,0,0,1
0.75,189,0,20,15,18,0,1,0,0,646,27,0,0.75,339,0,0,1
0.8,202,0,300,240,22,0,1,0,0,646,249,0,0.8,339,0,0,1
0.971428571,205,0,350,260,21,0,1,0,0,646,249,0,0.742857143,339,0,0,1
0.957142857,206,0,350,275,16,0,1,0,0,646,249,0,0.785714286,339,0,0,1
0.872727273,207,0,275,200,15,0,1,0,0,646,249,0,0.727272727,339,0,0,1
1.033333333,208,0,300,240,15,0,1,0,0,646,249,0,0.8,339,0,0,1
1.05,209,0,400,325,29,0,1,0,0,646,249,0,0.8125,339,0,0,1
0.927272727,210,0,275,200,26,0,1,0,0,646,249,0,0.727272727,339,0,0,1
0.822222222,211,0,225,175,19,0,1,0,0,646,249,0,0.777777778,339,0,0,1
0.8,213,0,300,240,14,0,1,0,0,646,249,0,0.8,339,0,0,1
0.927272727,214,0,275,225,24,0,1,0,0,646,249,0,0.818181818,339,0,0,1
0.885714286,215,0,350,270,15,0,1,0,0,646,249,0,0.771428571,339,0,0,1
1.45,216,0,200,160,18,0,1,0,0,646,249,0,0.8,339,0,0,1
1.1,217,0,150,120,13,0,1,0,0,646,249,0,0.8,339,0,0,1
1.0625,218,0,800,700,14,0,1,0,0,646,249,0,0.875,339,0,0,1
0.933333333,219,0,525,450,10,0,1,0,0,646,249,0,0.857142857,339,0,0,1
1.5,220,0,400,300,25,0,1,0,0,646,249,0,0.75,339,0,0,1
0.875,221,0,200,175,13,0,1,0,0,646,249,0,0.875,339,0,0,1
1.25,222,0,900,825,12,0,1,0,0,646,249,0,0.916666667,339,0,0,1
1.345454545,223,0,275,220,18,0,1,0,0,646,249,0,0.8,339,0,0,1
1.493333333,224,0,375,300,15,0,1,0,0,646,249,0,0.8,340,0,0,1
1.054545455,225,0,275,200,9,0,1,0,0,646,249,0,0.727272727,339,0,0,1
0.8,227,0,50,30,10,0,1,0,0,646,249,0,0.6,339,0,0,1
0.75,228,0,20,15,6,0,1,0,0,646,249,0,0.75,339,0,0,1
0.8,229,0,250,200,8,0,1,0,0,646,249,0,0.8,339,0,0,1
1.18,230,0,500,450,7,0,1,0,0,646,249,0,0.9,340,0,0,1
1.18,231,0,500,450,9,0,1,0,0,646,249,0,0.9,340,0,0,1
0.8,232,0,200,150,6,0,1,0,0,646,249,0,0.75,340,0,0,1
0.981818182,233,0,275,200,12,0,1,0,0,646,249,0,0.727272727,340,0,0,1
0.925,234,0,600,475,9,0,1,0,0,646,249,0,0.791666667,340,0,0,1
1.216216216,235,0,925,825,10,0,1,0,0,646,249,0,0.891891892,340,0,0,1
0.766666667,238,0,300,200,21,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.92,239,0,50,30,10,0,1,0,0,646,249,0,0.6,339,0,0,1
1.085714286,240,0,350,300,14,0,1,0,0,646,249,0,0.857142857,339,0,0,1
0.892307692,241,0,325,250,18,0,1,0,0,646,249,0,0.769230769,339,0,0,1
0.9,243,0,350,275,16,0,1,0,0,646,249,0,0.785714286,339,0,0,1
0.666666667,244,0,30,20,3,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.75,247,0,40,25,7,0,1,0,0,646,249,0,0.625,339,0,0,1
2.5,248,0,200,150,15,0,1,0,0,646,249,0,0.75,339,0,0,1
1.575,249,0,200,125,20,0,1,0,0,646,249,0,0.625,339,0,0,1
0.9,250,0,150,100,37,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.8,251,0,50,35,31,0,1,0,0,646,249,0,0.7,340,0,0,1
0.666666667,252,0,60,40,24,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.642857143,253,0,70,45,30,0,1,0,0,646,249,0,0.642857143,340,0,0,1
1,254,0,70,45,24,0,1,0,0,646,249,0,0.642857143,340,0,0,1
1.166666667,255,0,30,20,44,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.166666667,256,0,30,20,37,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.3,257,0,20,15,25,0,1,0,0,646,249,0,0.75,340,0,0,1
1.966666667,259,0,150,100,35,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.833333333,260,0,60,40,22,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.666666667,261,0,60,40,32,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.7,262,0,50,35,24,0,1,0,0,646,249,0,0.7,340,0,0,1
2.75,263,0,40,30,21,0,1,0,0,646,249,0,0.75,341,0,0,1
3.333333333,264,0,15,10,16,0,1,0,0,646,27,0,0.666666667,339,0,0,1
2.625,265,0,400,250,27,0,1,0,0,646,249,0,0.625,339,0,0,1
2.666666667,266,0,150,100,25,0,1,0,0,646,249,0,0.666666667,339,0,0,1
1.9,267,0,100,75,5,0,1,0,0,646,249,0,0.75,339,0,0,1
0.733333333,268,0,75,50,6,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.75,270,0,60,40,6,0,1,0,0,646,249,0,0.666666667,339,0,0,1
3.7,272,0,100,75,22,0,1,0,0,646,249,0,0.75,339,0,0,1
1.666666667,273,0,60,40,44,0,1,0,0,646,249,0,0.666666667,339,0,0,1
1.666666667,274,0,30,20,25,0,1,0,0,646,249,0,0.666666667,339,0,0,1
3.5,275,0,20,15,16,0,1,0,0,646,249,0,0.75,339,0,0,1
0.6,276,0,50,30,6,0,1,0,0,646,249,0,0.6,339,0,0,1
1.333333333,277,0,15,10,7,0,1,0,0,646,249,0,0.666666667,339,0,0,1
1.2,278,0,15,10,15,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.8,280,0,15,10,2,0,1,0,0,646,249,0,0.666666667,339,0,0,1
1.4,282,0,75,50,58,0,1,0,0,646,249,0,0.666666667,341,0,0,1
0.666666667,283,0,30,20,1,0,1,0,0,646,39,0,0.666666667,340,0,0,1
2.75,285,0,60,50,23,0,1,0,0,646,249,0,0.833333333,339,0,0,1
0.6,286,0,25,15,8,0,1,0,0,646,249,0,0.6,339,0,0,1
1.333333333,287,0,30,20,12,0,1,0,0,646,249,0,0.666666667,339,0,0,1
3.24,288,0,25,15,9,0,1,0,0,646,249,0,0.6,339,0,0,1
0.7,289,0,10,5,8,0,1,0,0,646,249,0,0.5,339,0,0,1
1.666666667,290,0,15,10,9,0,1,0,0,646,249,0,0.666666667,339,0,0,1
2.333333333,291,0,15,10,8,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.7,292,0,20,10,16,0,1,0,0,646,249,0,0.5,339,0,0,1
4,293,0,30,20,29,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.95,294,0,20,15,19,0,1,0,0,646,249,0,0.75,339,0,0,1
2.85,295,0,20,15,8,0,1,0,0,646,249,0,0.75,339,0,0,1
4.55,296,0,20,15,12,0,1,0,0,646,249,0,0.75,339,0,0,1
2.3,297,0,20,15,17,0,1,0,0,646,249,0,0.75,339,0,0,1
1.85,298,0,20,15,15,0,1,0,0,646,249,0,0.75,339,0,0,1
2.25,299,0,20,15,12,0,1,0,0,646,249,0,0.75,339,0,0,1
0.85,300,0,20,15,10,0,1,0,0,646,249,0,0.75,339,0,0,1
2.666666667,301,0,15,10,20,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.85,302,0,20,15,7,0,1,0,0,646,249,0,0.75,339,0,0,1
0.666666667,303,0,30,20,10,0,1,0,0,646,249,0,0.666666667,339,0,0,1
4,304,0,15,10,16,0,1,0,0,646,249,0,0.666666667,339,0,0,1
4.666666667,305,0,15,10,10,0,1,0,0,646,249,0,0.666666667,339,0,0,1
3.666666667,306,0,30,20,21,0,1,0,0,646,249,0,0.666666667,340,0,0,1
3.7,307,0,50,30,19,0,1,0,0,646,249,0,0.6,340,0,0,1
0.8,308,0,15,10,10,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1,309,0,25,20,7,0,1,0,0,646,249,0,0.8,340,0,0,1
0.8,310,0,15,10,2,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.25,311,0,20,15,6,0,1,0,0,646,249,0,0.75,340,0,0,1
2.333333333,312,0,30,20,14,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.75,313,0,40,25,14,0,1,0,0,646,249,0,0.625,340,0,0,1
2.8,314,0,20,15,10,0,1,0,0,646,249,0,0.75,340,0,0,1
3,315,0,20,10,11,0,1,0,0,646,249,0,0.5,340,0,0,1
1.3,316,0,20,15,10,0,1,0,0,646,249,0,0.75,340,0,0,1
0.85,317,0,20,15,6,0,1,0,0,646,249,0,0.75,340,0,0,1
0.95,318,0,20,15,7,0,1,0,0,646,249,0,0.75,340,0,0,1
0.85,319,0,20,15,8,0,1,0,0,646,249,0,0.75,340,0,0,1
0.8,320,0,15,10,7,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.68,321,0,25,15,5,0,1,0,0,646,249,0,0.6,340,0,0,1
0.75,322,0,20,15,4,0,1,0,0,646,249,0,0.75,340,0,0,1
0.75,323,0,20,15,4,0,1,0,0,646,249,0,0.75,340,0,0,1
2.666666667,324,0,15,10,16,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.666666667,325,0,15,10,15,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.4,326,0,15,10,7,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.9,327,0,20,10,8,0,1,0,0,646,249,0,0.5,339,0,0,1
1.125,328,0,40,20,16,0,1,0,0,646,249,0,0.5,340,0,0,1
0.5,329,0,10,5,9,0,1,0,0,646,249,0,0.5,340,0,0,1
3.75,330,0,40,25,8,0,1,0,0,646,249,0,0.625,340,0,0,1
0.933333333,331,0,15,10,6,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.6,332,0,15,10,7,0,1,0,0,646,249,0,0.666666667,340,0,0,1
3.5,333,0,40,20,16,0,1,0,0,646,249,0,0.5,340,0,0,1
0.8,334,0,15,10,4,0,1,0,0,646,249,0,0.666666667,340,0,0,1
4,335,0,20,10,14,0,1,0,0,646,249,0,0.5,340,0,0,1
0.5,336,0,20,10,8,0,1,0,0,646,249,0,0.5,340,0,0,1
1.3,337,0,10,5,4,0,1,0,0,646,249,0,0.5,340,0,0,1
2.04,338,0,25,15,17,0,1,0,0,646,249,0,0.6,340,0,0,1
1.64,339,0,25,15,19,0,1,0,0,646,249,0,0.6,340,0,0,1
1.84,340,0,25,15,19,0,1,0,0,646,249,0,0.6,340,0,0,1
2.333333333,341,0,15,10,22,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.666666667,342,0,15,10,24,0,1,0,0,646,249,0,0.666666667,340,0,0,1
10,345,0,20,10,5,0,1,0,0,646,249,0,0.5,340,0,0,1
1.666666667,346,0,60,40,12,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.4,347,0,25,15,27,0,1,0,0,646,249,0,0.6,340,0,0,1
4.76,348,0,25,15,27,0,1,0,0,646,249,0,0.6,340,0,0,1
1.833333333,349,0,30,20,26,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.84,350,0,25,15,12,0,1,0,0,646,249,0,0.6,340,0,0,1
3,351,0,40,25,14,0,1,0,0,646,249,0,0.625,340,0,0,1
1.9,352,0,10,5,2,0,1,0,0,646,249,0,0.5,340,0,0,1
1,353,0,40,25,3,0,1,0,0,646,249,0,0.625,340,0,0,1
1.2,354,0,25,15,3,0,1,0,0,646,249,0,0.6,340,0,0,1
0.9,355,0,10,5,7,0,1,0,0,646,249,0,0.5,340,0,0,1
1.5,356,0,30,20,5,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.666666667,357,0,30,20,6,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.333333333,359,0,15,10,10,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.666666667,360,0,30,20,6,0,1,0,0,646,249,0,0.666666667,340,0,0,1
2.2,361,0,25,15,11,0,1,0,0,646,249,0,0.6,340,0,0,1
3.333333333,362,0,15,10,11,0,1,0,0,646,249,0,0.666666667,340,0,0,1
5.333333333,363,0,15,10,12,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.933333333,364,0,15,10,4,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.8,365,0,15,10,7,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.666666667,366,0,15,10,4,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.625,367,0,40,25,2,0,1,0,0,646,249,0,0.625,340,0,0,1
0.75,368,0,40,25,6,0,1,0,0,646,249,0,0.625,341,0,0,1
0.8,369,0,15,10,6,0,1,0,0,646,249,0,0.666666667,341,0,0,1
2.133333333,370,0,15,10,7,0,1,0,0,646,249,0,0.666666667,341,0,0,1
2.24,373,0,25,15,4,0,1,0,0,646,249,0,0.6,341,0,0,1
2.8,374,0,75,50,50,0,1,0,0,646,249,0,0.666666667,341,0,0,1
3,375,0,15,10,12,0,1,0,0,646,249,0,0.666666667,341,0,0,1
3,376,0,40,30,44,0,1,0,0,646,249,0,0.75,341,0,0,1
1.666666667,377,0,15,10,13,0,1,0,0,646,249,0,0.666666667,341,0,0,1
1.64,378,0,25,15,13,0,1,0,0,646,249,0,0.6,341,0,0,1
0.666666667,379,0,15,10,14,0,1,0,0,646,249,0,0.666666667,341,0,0,1
12.5,380,0,20,10,21,0,1,0,0,646,249,0,0.5,341,0,0,1
6.6,381,0,25,15,13,0,1,0,0,646,249,0,0.6,341,0,0,1
6.5,382,0,30,20,23,0,1,0,0,646,249,0,0.666666667,341,0,0,1
4,383,0,15,10,6,0,1,0,0,646,249,0,0.666666667,341,0,0,1
3.4,384,0,50,30,7,0,1,0,0,646,249,0,0.6,341,0,0,1
8.2,386,0,15,10,26,0,1,0,0,646,249,0,0.666666667,341,0,0,1
1.5,387,0,10,5,8,0,1,0,0,646,249,0,0.5,339,0,0,1
1,388,0,25,15,6,0,1,0,0,646,39,0,0.6,340,0,0,1
1.666666667,389,0,15,10,14,0,1,0,0,646,39,0,0.666666667,340,0,0,1
2,390,0,15,10,11,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.571428571,391,0,35,20,7,0,1,0,0,646,39,0,0.571428571,340,0,0,1
1.5,393,0,30,20,17,0,1,0,0,646,249,0,0.666666667,339,0,0,1
2.3,394,0,60,40,30,0,1,0,0,646,249,0,0.666666667,339,0,0,1
0.666666667,395,0,75,50,10,0,1,0,0,646,249,0,0.666666667,339,0,0,1
1.285714286,398,0,70,50,25,0,1,0,0,646,249,0,0.714285714,340,0,0,1
1.044444444,399,0,45,35,12,0,1,0,0,646,249,0,0.777777778,340,0,0,1
1,400,0,50,30,34,0,1,0,0,646,249,0,0.6,340,0,0,1
0.666666667,402,0,60,40,9,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.833333333,403,0,60,40,7,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.7,404,0,50,35,11,0,1,0,0,646,249,0,0.7,340,0,0,1
1,405,0,60,40,25,0,1,0,0,646,249,0,0.666666667,340,0,0,1
1.75,406,0,60,40,21,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.714285714,407,0,70,50,14,0,1,0,0,646,249,0,0.714285714,340,0,0,1
2.333333333,409,0,60,40,14,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.916666667,410,0,60,40,14,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.916666667,411,0,60,40,17,0,1,0,0,646,249,0,0.666666667,340,0,0,1
0.785714286,412,0,70,50,8,0,1,0,0,646,249,0,0.714285714,340,0,0,1
